country,n_players,players
ROU,17,"['Simona Halep', 'Patricia Maria Tig', 'Sorana Cirstea', 'Irina Camelia Begu', 'Ana Bogdan', 'Virginia Ruzici', 'Ruxandra Dragomir Ilie', 'Irina Spirlea', 'Catalina Cristea', 'Raluca Sandu', 'Edina Gallovits Hall', 'Raluca Olaru', 'Monica Niculescu', 'Alexandra Dulgheru', 'Alexandra Cadantu', 'Cristina Andreea Mitu', 'Mihaela Buzarnescu']"
JPN,27,"['Naomi Osaka', 'Nao Hibino', 'Misaki Doi', 'Etsuko Inoue', 'Masako Yanagi', 'Akiko Kijimuta', 'Kumiko Okamoto', 'Kimiko Date Krumm', 'Nana Smith', 'Naoko Sawamatsu', 'Maya Kidowaki', 'Rika Hiraki', 'Mana Endo', 'Yone Kamio', 'Kyoko Nagatsuka', 'Ai Sugiyama', 'Naoko Kijimuta', 'Yuka Yoshida', 'Miho Saeki', 'Shinobu Asagoe', 'Saori Obata', 'Akiko Morigami', 'Aiko Nakamura', 'Rika Fujiwara', 'Ayumi Morita', 'Kurumi Nara', 'Risa Ozaki']"
USA,164,"['Sofia Kenin', 'Serena Williams', 'Madison Keys', 'Jennifer Brady', 'Alison Riske', 'Amanda Anisimova', 'Sloane Stephens', 'Danielle Rose Collins', 'Cori Gauff', 'Shelby Rogers', 'Bernarda Pera', 'Jessica Pegula', 'Lauren Davis', 'Venus Williams', 'Christina Mchale', 'Madison Brengle', 'Taylor Townsend', 'Ann Li', 'Martina Navratilova', 'Chris Evert', 'Andrea Jaeger', 'Tracy Austin', 'Pam Shriver', 'Zina Garrison', 'Kathy Jordan', 'Kathy Rinaldi Stunkel', 'Kathy Horvath', 'Bonnie Gadusek', 'Barbara Potter', 'Rosalyn Fairbank', 'Anne Smith', 'Michelle Torres', 'Alycia Moulton', 'Wendy Prausa', 'Anne White', 'Lisa Bonder Kreiss', 'Joanne Russell', 'Pam Casale', 'Kim Jones Shaefer', 'Beth Herr', 'Elise Burgin', 'Andrea Leand', 'Camille Benjamin', 'Sharon Walsh Pete', 'Mareen Louie Harper', 'Terry Phelps', 'Gretchen Magers', 'Rosie Casals', 'Leigh Anne Thompson', 'Sandy Collins', 'Mary Lou Daniels', 'Kim Sands', 'Ann Kiyomura Hayashi', 'Kate Gompert', 'Betsy Nagelsen', 'Heather Ludloff', 'Julie Harrington', 'Leslie Allen', 'Candy Reynolds', 'Terry Holladay', 'Susan Mascarin', 'Gigi Fernandez', 'Beverly Bowes', 'Billie Jean King', 'Vicki Nelson Dunbar', 'Lori Mcneil', 'Ann Henricksson', 'Melissa Brown', 'Lea Antonoplis', 'Kim Steinmetz', 'Debbie Spence Nasim', 'Shawn Foltz', 'Melissa Gurney', 'Robin White', 'Stephanie Rehe', 'Mary Joe Fernandez', 'Patty Fendick', 'Caroline Kuhlman', 'Molly Van Nostrand', 'Anna Ivan', 'Hu Na', 'Susan Sloane Lundy', 'Ginny Purdy', 'Jill Smoller', 'Cammy Macgregor', 'Marianne Werdel Witmeyer', 'Grace Kim', 'Tina Mochizuki', 'Barbara Gerken', 'Kathrin Keil', 'Elly Hakami', 'Halle Cioffi', 'Katrina Adams', 'Amy Frazier', 'Ann Grossman', 'Ronni Reis', 'Monica Seles', 'Stacey Martin', 'Donna Faber', 'Louise Allen', 'Shaun Stafford', 'Carrie Cunningham', 'Meredith Mcgrath', 'Tami Whitlinger Jones', 'Jennifer Capriati', 'Linda Wild', 'Audra Keller', 'Ginger Helgeson', 'Erika De Lone', 'Debbie Graham', 'Chanda Rubin', 'Kimberly Po Messerli', 'Lisa Raymond', 'Lindsay Davenport', 'Nicole Arendt', 'Sandra Cacic', 'Jolene Watanabe Giltz', 'Lindsay Lee Waters', 'Anne Miller', 'Meilen Tu', 'Corina Morariu', 'Tara Snyder', 'Karin Miller', 'Meghann Shaughnessy', 'Jane Chi', 'Brie Rippner', 'Samantha Reeves', 'Lilia Osterloh', 'Alexandra Stevenson', 'Marissa Gould', 'Jill Craybas', 'Jennifer Hopkins', 'Holly Parkinson', 'Mashona Washington', 'Ansley Cargill', 'Dawn Buth', 'Laura Granville', 'Sarah Taylor', 'Ashley Harkleroad', 'Bethanie Mattek Sands', 'Shenay Perry', 'Angela Haynes', 'Teryn Ashley', 'Abigail Spears', 'Jamea Jackson', 'Vania King', 'Ahsha Rolle', 'Varvara Lepchenko', 'Julie Ditty', 'Melanie Oudin', 'Coco Vandeweghe', 'Irina Falconi', 'Jamie Hampton', 'Julia Cohen', 'Mallory Burdette', 'Victoria Duval', 'Nicole Gibbs', 'Grace Min', 'Louisa Chirico', 'Samantha Crawford', 'Catherine Cartan Bellis', 'Julia Boserup', 'Sachia Vickery', 'Kristie Ahn']"
UKR,19,"['Elina Svitolina', 'Dayana Yastremska', 'Marta Kostyuk', 'Natalia Medvedeva', 'Elena Brioukhovets', 'Olga Lugina', 'Elena Tatarkova', 'Tatiana Perebiynis', 'Julia Vakulenko', 'Yuliya Beygelzimer', 'Yuliana Fedak', 'Alona Bondarenko', 'Kateryna Bondarenko', 'Viktoria Kutuzova', 'Olga Savchuk', 'Mariya Koryttseva', 'Lesia Tsurenko', 'Nadiya Kichenok', 'Kateryna Kozlova']"
CZE,42,"['Karolina Pliskova', 'Petra Kvitova', 'Marketa Vondrousova', 'Karolina Muchova', 'Barbora Zahlavova Strycova', 'Marie Bouzkova', 'Katerina Siniakova', 'Barbora Krejcikova', 'Kristyna Pliskova', 'Tereza Martincova', 'Helena Sukova', 'Regina Marsikova', 'Jana Novotna', 'Jana Pospisilova', 'Eva Sviglerova', 'Andrea Strnadova', 'Katerina Kroupova', 'Radka Bobkova', 'Ludmila Richterova', 'Denisa Chladkova', 'Adriana Gersi', 'Lenka Cenkova', 'Sandra Kleinova', 'Eva Martincova', 'Lenka Nemeckova', 'Kveta Peschke', 'Daja Bedanova', 'Iveta Benesova', 'Zuzana Ondraskova', 'Klara Koukalova', 'Eva Birnerova', 'Nicole Vaidisova', 'Michaela Pastikova', 'Lucie Safarova', 'Hana Sromova', 'Sandra Zahlavova', 'Petra Cetkovska', 'Lucie Hradecka', 'Renata Voracova', 'Andrea Hlavackova', 'Tereza Smitkova', 'Denisa Allertova']"
CAN,15,"['Bianca Andreescu', 'Leylah Annie Fernandez', 'Carling Bassett Seguso', 'Patricia Hy Boulais', 'Jill Hetherington', 'Helen Kelesi', 'Rene Collins', 'Jana Nejedly', 'Sonya Jeyaseelan', 'Maureen Drake', 'Stephanie Dubois', 'Aleksandra Wozniak', 'Rebecca Marino', 'Eugenie Bouchard', 'Sharon Fichman']"
NED,16,"['Kiki Bertens', 'Arantxa Rus', 'Marcella Mesker', 'Manon Bollegraf', 'Brenda Schultz Mccarthy', 'Hester Witvoet', 'Nicole Krijger Jagerman', 'Stephanie Rottier', 'Miriam Oremans', 'Kristie Boogert', 'Petra Kamstra', 'Seda Noorlander', 'Amanda Hopmans', 'Yvette Basting', 'Michaella Krajicek', 'Richel Hogenkamp']"
BLR,11,"['Aryna Sabalenka', 'Victoria Azarenka', 'Aliaksandra Sasnovich', 'Natalia Zvereva', 'Tatiana Ignatieva', 'Olga Barabanschikova', 'Nadejda Ostrovskaya', 'Tatiana Poutchek', 'Anastasia Yakimova', 'Olga Govortsova', 'Vera Lapko']"
SUI,20,"['Belinda Bencic', 'Jil Belen Teichmann', 'Viktorija Golubic', 'Christiane Jolissaint', 'Manuela Maleeva Fragniere', 'Lilian Drescher', 'Csilla Cserepy', 'Eva Krapl', 'Cathy Caverzasio', 'Emanuela Zardo', 'Christelle Fauche', 'Martina Hingis', 'Patty Schnyder', 'Emmanuelle Gagliardi', 'Miroslava Vavrinec', 'Marie Gaiane Mikaelian', 'Myriam Casanova', 'Romina Oprandi', 'Timea Bacsinszky', 'Stefanie Voegele']"
GBR,19,"['Johanna Konta', 'Heather Watson', 'Jo Durie', 'Virginia Wade', 'Anne Hobbs', 'Sue Barker', 'Annabel Croft', 'Sara Gomer', 'Monique Javer', 'Sarah Loosemore', 'Clare Wood', 'Samantha Smith', 'Anne Keothavong', 'Elena Baltacha', 'Katie Obrien', 'Melanie South', 'Laura Robson', 'Naomi Broady', 'Katie Boulter']"
ESP,25,"['Garbine Muguruza', 'Sara Sorribes Tormo', 'Paula Badosa', 'Carla Suarez Navarro', 'Arantxa Sanchez Vicario', 'Conchita Martinez', 'Angeles Montolio', 'Virginia Ruano Pascual', 'Maria Sanchez Lorenzo', 'Gala Leon Garcia', 'Cristina Torrens Valero', 'Magui Serna', 'Conchita Martinez Granados', 'Marta Marrero', 'Eva Bes Ostariz', 'Anabel Medina Garrigues', 'Maria Jose Martinez Sanchez', 'Nuria Llagostera Vives', 'Arantxa Parra Santonja', 'Laura Pous Tio', 'Lourdes Dominguez Lino', 'Silvia Soler Espinosa', 'Lara Arruabarrena', 'Maria Teresa Torro Flor', 'Estrella Cabeza Candela']"
POL,10,"['Iga Swiatek', 'Magda Linette', 'Iwona Kuczynska', 'Katarzyna Nowak', 'Magdalena Grzybowska', 'Aleksandra Olsza', 'Marta Domachowska', 'Agnieszka Radwanska', 'Urszula Radwanska', 'Katarzyna Piter']"
CRO,12,"['Petra Martic', 'Donna Vekic', 'Iva Majoli', 'Nadin Ercegovic', 'Silvija Talaja', 'Mirjana Lucic', 'Jelena Kostanic Tosic', 'Karolina Sprem', 'Sanda Mamic', 'Ivana Lisjak', 'Ana Konjuh', 'Jana Fett']"
KAZ,8,"['Elena Rybakina', 'Yulia Putintseva', 'Zarina Diyas', 'Irina Selyutina', 'Sesil Karatantcheva', 'Galina Voskoboeva', 'Yaroslava Shvedova', 'Ksenia Pervak']"
BEL,15,"['Elise Mertens', 'Alison Van Uytvanck', 'Kirsten Flipkens', 'Ann Devries', 'Sandra Wasserman', 'Sabine Appelmans', 'Dominique Monami', 'Nancy Feber', 'Laurence Courtois', 'Els Callens', 'Stephanie De Ville', 'Justine Henin', 'Kim Clijsters', 'Yanina Wickmayer', 'An Sophie Mestach']"
GRE,4,"['Maria Sakkari', 'Angelika Kanellopoulou', 'Christina Papadaki', 'Eleni Daniilidou']"
EST,3,"['Anett Kontaveit', 'Kaia Kanepi', 'Maret Ani']"
GER,43,"['Angelique Kerber', 'Laura Siegemund', 'Sylvia Hanika', 'Bettina Bunge', 'Eva Pfaff', 'Claudia Kohde Kilsch', 'Steffi Graf', 'Isabel Cueto', 'Claudia Porwik', 'Silke Meier', 'Wiltrud Probst', 'Christina Singer', 'Sabine Hack', 'Elena Wagner', 'Anke Huber', 'Veronika Martinek', 'Barbara Rittner', 'Marketa Kochta', 'Katja Oeljeklaus', 'Meike Babel', 'Silke Frankl', 'Maja Zivec Skulj', 'Petra Begerow', 'Jana Kandarr', 'Andrea Glass', 'Marlene Weingartner', 'Anca Barna', 'Sandra Kloesel', 'Bianka Lamade', 'Martina Muller', 'Angelika Roesch', 'Julia Schruff', 'Anna Lena Groenefeld', 'Kristina Barrois', 'Andrea Petkovic', 'Julia Goerges', 'Sabine Lisicki', 'Tatjana Maria', 'Mona Barthel', 'Annika Beck', 'Dinah Pfizenmaier', 'Anna Lena Friedsam', 'Carina Witthoeft']"
TUN,2,"['Ons Jabeur', 'Selima Sfar']"
RUS,48,"['Ekaterina Alexandrova', 'Svetlana Kuznetsova', 'Anastasia Pavlyuchenkova', 'Veronika Kudermetova', 'Anna Blinkova', 'Darya Kasatkina', 'Varvara Gracheva', 'Anastasia Potapova', 'Margarita Gasparyan', 'Vera Zvonareva', 'Svetlana Cherneva', 'Natalia Egorova', 'Eugenia Maniokova', 'Elena Likhovtseva', 'Elena Makarova', 'Anna Kournikova', 'Tatiana Panova', 'Eugenia Kulikovskaya', 'Elena Dementieva', 'Anastasia Myskina', 'Nadia Petrova', 'Lina Krasnoroutskaya', 'Alina Jidkova', 'Elena Bovina', 'Dinara Safina', 'Maria Sharapova', 'Vera Dushevina', 'Maria Kirilenko', 'Anna Chakvetadze', 'Ekaterina Bychkova', 'Elena Vesnina', 'Vasilisa Bardina', 'Olga Puchkova', 'Alla Kudryavtseva', 'Ekaterina Makarova', 'Alisa Kleybanova', 'Evgeniya Rodina', 'Anna Lapushchenkova', 'Regina Kulikova', 'Anastasia Pivovarova', 'Nina Bratchikova', 'Alexandra Panova', 'Valeria Savinykh', 'Vitalia Diatchenko', 'Elizaveta Kulichkova', 'Irina Khromacheva', 'Natalia Vikhlyantseva', 'Anna Kalinskaya']"
CHN,14,"['Qiang Wang', 'Shuai Zhang', 'Saisai Zheng', 'Lin Zhu', 'Yafan Wang', 'Fang Li', 'Jing Qian Yi', 'Tian Tian Sun', 'Jie Zheng', 'Shuai Peng', 'Na Li', 'Zi Yan', 'Meng Yuan', 'Ying Ying Duan']"
FRA,43,"['Fiona Ferro', 'Caroline Garcia', 'Kristina Mladenovic', 'Alize Cornet', 'Catherine Tanvier', 'Catherine Suire', 'Pascale Paradis Mangon', 'Sophie Amiach', 'Nathalie Herreman', 'Nathalie Tauziat', 'Isabelle Demongeot', 'Marie Christine Calleja', 'Julie Halard Decugis', 'Alexia Dechaume Balleret', 'Karine Quentrec', 'Catherine Mothes Jobkel', 'Mary Pierce', 'Sandrine Testud', 'Noelle Van Lottum', 'Sybille Niox Chateau', 'Alexandra Fusai', 'Lea Ghirardi', 'Sarah Pitkowski Malcor', 'Nathalie Dechy', 'Anne Gaelle Sidot', 'Amelie Cocheteux', 'Amelie Mauresmo', 'Emilie Loit', 'Virginie Razzano', 'Stephanie Cohen Aloro', 'Stephanie Foretz Gacon', 'Marion Bartoli', 'Celine Beigbeder', 'Camille Pin', 'Tatiana Golovin', 'Severine Beltrame', 'Pauline Parmentier', 'Mathilde Johansson', 'Aravane Rezai', 'Olivia Sanchez', 'Julie Coin', 'Iryna Bremond', 'Oceane Dodin']"
LAT,2,"['Jelena Ostapenko', 'Anastasija Sevastova']"
ARG,18,"['Nadia Podoroska', 'Ivanna Madruga Osses', 'Gabriela Sabatini', 'Mercedes Paz', 'Mariana Perez Roldan', 'Bettina Fulco', 'Patricia Tarabini', 'Adriana Villagran Reami', 'Florencia Labat', 'Cristina Tessi', 'Ines Gorrochategui', 'Maria Jose Gaidano', 'Paola Suarez', 'Mariana Diaz Oliva', 'Maria Emilia Salerni', 'Clarisa Fernandez', 'Gisela Dulko', 'Paula Ormaechea']"
SLO,11,"['Polona Hercog', 'Tamara Zidansek', 'Kaja Juvan', 'Mima Jausovec', 'Tina Krizan', 'Katarina Srebotnik', 'Tina Pisnik', 'Maja Matevzic', 'Andreja Klepac', 'Masa Zec Peskiric', 'Dalila Jakupovic']"
SWE,8,"['Rebecca Peterson', 'Catarina Lindqvist Ryan', 'Maria Lindstrom', 'Maria Strandlund Tomsvik', 'Cecilia Dahlman', 'Asa Carlsson', 'Sofia Arvidsson', 'Johanna Larsson']"
TPE,5,"['Su Wei Hsieh', 'Shi Ting Wang', 'Janet Lee', 'Yung Jan Chan', 'Kai Chen Chang']"
AUS,31,"['Ajla Tomljanovic', 'Ashleigh Barty', 'Wendy Turnbull', 'Hana Mandlikova', 'Evonne Goolagong', 'Liz Smylie', 'Dianne Fromholtz', 'Anne Minter', 'Janine Tremelling', 'Danielle Jones', 'Jenny Byrne', 'Elizabeth Minter', 'Nicole Bradtke', 'Louise Field', 'Jo Anne Faull', 'Rachel Mcquillan', 'Rennae Stubbs', 'Michelle Jaggard Lai', 'Kristine Kunce', 'Annabel Ellwood', 'Kerry Anne Guse', 'Nicole Pratt', 'Alicia Molik', 'Jelena Dokic', 'Evie Dominikovic', 'Samantha Stosur', 'Casey Dellacqua', 'Anastasia Rodionova', 'Jarmila Gajdosova', 'Daria Gavrilova', 'Astra Sharma']"
ITA,34,"['Camila Giorgi', 'Martina Trevisan', 'Jasmine Paolini', 'Raffaella Reggi Concato', 'Sabina Simmonds', 'Sandra Cecchini', 'Laura Garrone', 'Federica Bonsignori', 'Laura Golarsa', 'Linda Ferrando', 'Laura Lapi', 'Barbara Romano', 'Katia Piccolini', 'Francesca Romano', 'Silvia Farina Elia', 'Gloria Pizzichini', 'Natalia Baudone', 'Maria Francesca Bentivoglio', 'Marzia Grossi', 'Adriana Serra Zanetti', 'Rita Grande', 'Francesca Lubiani', 'Flora Perfetti', 'Tathiana Garbin', 'Giulia Casoni', 'Francesca Schiavone', 'Maria Elena Camerin', 'Roberta Vinci', 'Antonella Serra Zanetti', 'Flavia Pennetta', 'Mara Santangelo', 'Alberta Brianti', 'Karin Knapp', 'Sara Errani']"
MNE,1,['Danka Kovinic']
SVK,16,"['Viktoria Kuzmova', 'Radomira Zrubakova', 'Karina Habsudova', 'Katarina Studenikova', 'Janette Husarova', 'Henrieta Nagyova', 'Ludmila Cervanova', 'Daniela Hantuchova', 'Martina Sucha', 'Lubomira Kurhajcova', 'Eva Fislova', 'Dominika Cibulkova', 'Magdalena Rybarikova', 'Jana Cepelova', 'Anna Karolina Schmiedlova', 'Kristina Kucova']"
SRB,9,"['Nina Stojanovic', 'Tatjana Jecmenica', 'Jelena Jankovic', 'Ana Ivanovic', 'Bojana Jovanovski', 'Vesna Dolonc', 'Aleksandra Krunic', 'Olga Danilovic', 'Ivana Jorovic']"
DEN,4,"['Clara Tauson', 'Tine Scheuer Larsen', 'Eva Dyrberg', 'Caroline Wozniacki']"
COL,4,"['Maria Camila Osorio Serrano', 'Fabiola Zuluaga', 'Catalina Castano', 'Mariana Duque Marino']"
HUN,9,"['Andrea Temesvari', 'Rita Kuti Kis', 'Petra Mandula', 'Greta Arn', 'Zsofia Gubacsi', 'Aniko Kapros', 'Melinda Czink', 'Agnes Szavay', 'Timea Babos']"
TCH,3,"['Iva Budarova', 'Regina Rajchrtova', 'Petra Pichalova Langrova']"
RSA,12,"['Yvonne Vermaak', 'Beverly Mould', 'Jennifer Mundel', 'Rene Uys', 'Mary Innes', 'Elna Reinach', 'Dianne Van Rensburg', 'Karen Schimper', 'Amanda Coetzer', 'Mariaan De Swardt', 'Joannette Kruger', 'Chanelle Scheepers']"
PER,2,"['Laura Arraya', 'Pilar Vasquez']"
AUT,17,"['Petra Huber', 'Judith Wiesner', 'Barbara Paulus', 'Beate Reinstadler', 'Karin Kschwendt', 'Petra Schwarz', 'Sandra Dopfer', 'Barbara Schett', 'Melanie Schnell', 'Marion Maruska', 'Sylvia Plischke', 'Barbara Schwartz', 'Patricia Wartusch', 'Yvonne Meusburger', 'Sybille Bammer', 'Tamira Paszek', 'Patricia Mayr Achleitner']"
BRA,6,"['Patricia Medrado', 'Neige Dias', 'Gisele Miro', 'Andrea Vieira', 'Teliana Pereira', 'Beatriz Haddad Maia']"
YUG,1,['Sabrina Goles']
BUL,4,"['Katerina Maleeva', 'Magdalena Maleeva', 'Lubomira Bacheva', 'Tsvetana Pironkova']"
URS,1,['Larisa Savchenko']
NZL,3,"['Belinda Cordwell', 'Pavlina Nola', 'Marina Erakovic']"
UNK,1,['Chris Lynne Kuhlke']
GEO,2,"['Leila Meskhi', 'Anna Tatishvili']"
MEX,1,['Angelica Gavaldon']
INA,4,"['Yayuk Basuki', 'Romana Tedjakusuma', 'Wynne Prakusya', 'Angelique Widjaja']"
HKG,1,['Kristin Godridge']
FIN,3,"['Petra Thoren', 'Nanne Dahlman', 'Emma Laine']"
PAR,2,"['Rosana De Los Rios', 'Veronica Cepede Royg']"
ISR,5,"['Anna Smashnova', 'Tzipi Obziler', 'Evgenia Linetskaya', 'Shahar Peer', 'Julia Glushko']"
KOR,2,"['Sung Hee Park', 'Yoon Jeong Cho']"
VEN,2,"['Maria Vento Kabchi', 'Milagros Sequera']"
MAD,1,['Dally Randriantefy']
THA,2,"['Tamarine Tanasugarn', 'Luksika Kumkhum']"
PUR,2,"['Kristina Brandi', 'Monica Puig']"
ZIM,1,['Cara Black']
LUX,3,"['Anne Kremer', 'Claudine Schaul', 'Mandy Minella']"
SCG,1,['Sandra Nacuk']
UZB,2,"['Iroda Tulyaganova', 'Akgul Amanmuradova']"
BIH,1,['Mervana Jugic Salkic']
IND,1,['Sania Mirza']
POR,1,['Michelle Larcher De Brito']
TUR,1,['Cagla Buyukakcay']
MDA,1,['Aliona Bolsova']
